time,ax,ay,az
560,-6.730862139618751,-4.6614601434778296,-0.0
570,-6.680531269598879,-4.734656654700701,-0.0
580,-6.629394618290109,-4.807313045309896,-0.0
590,-6.577457908737167,-4.879420233695177,-0.0
600,-6.524726970840895,-4.950969197221357,-0.0
610,-6.471207740790377,-5.021950973579897,-0.0
620,-6.416906260476042,-5.092356662136039,-0.0
630,-6.361828676883789,-5.1621774252712065,-0.0
640,-6.305981241470091,-5.231404489720308,-0.0
650,-6.249370309518184,-5.300029147903735,-0.0
660,-6.192002339475259,-5.368042759253642,-0.0
670,-6.13388389227077,-5.435436751534282,-0.0
680,-6.075021630615836,-5.502202622156035,-0.0
690,-6.01542231828382,-5.568331939482873,-0.0
700,-5.955092819372075,-5.633816344132902,-0.0
710,-5.894040097544969,-5.698647550271696,-0.0
720,-5.832271215258209,-5.762817346898132,-0.0
730,-5.769793332964522,-5.826317599122379,-0.0
740,-5.706613708300785,-5.889140249435762,-0.0
750,-5.642739695256656,-5.951277318972179,-0.0
760,-5.578178743324808,-6.012720908760755,-0.0
770,-5.512938396632828,-6.073463200969468,-0.0
780,-5.4470262930568705,-6.133496460139356,-0.0
790,-5.380450163317218,-6.192813034409113,-0.0
800,-5.313217830055746,-6.251405356729632,-0.0
810,-5.245337206895521,-6.309265946068331,-0.0
820,-5.176816297482553,-6.366387408602857,-0.0
830,-5.107663194509874,-6.422762438903885,-0.0
840,-5.037886078724053,-6.478383821106772,-0.0
850,-4.967493217914279,-6.53324443007167,-0.0
860,-4.896492965884144,-6.587337232531872,-0.0
870,-4.824893761406292,-6.640655288230079,-0.0
880,-4.752704127160067,-6.693191751042266,-0.0
890,-4.679932668652301,-6.744939870088888,-0.0
900,-4.606588073121444,-6.79589299083312,-0.0
910,-4.5326791084251665,-6.84604455616584,-0.0
920,-4.458214621911619,-6.895388107477084,-0.0
930,-4.3832035392745246,-6.943917285713649,-0.0
940,-4.307654863392306,-6.991625832422644,-0.0
950,-4.231577673151412,-7.038507590780616,-0.0
960,-4.154981122254038,-7.084556506608028,-0.0
970,-4.077874438010463,-7.129766629368817,-0.0
980,-4.000266920116206,-7.174132113154761,-0.0
990,-3.9221679394141744,-7.217647217654346,-0.0
1000,-3.843586936642084,-7.260306309105955,-0.0
1010,-3.764533421165313,-7.302103861235018,-0.0
1020,-3.6850169696954573,-7.343034456174962,-0.0
1030,-3.6050472249947916,-7.3830927853716295,-0.0
1040,-3.5246338945669016,-7.422273650470982,-0.0
1050,-3.443786749333702,-7.460571964189794,-0.0
1060,-3.362515622299104,-7.49798275116912,-0.0
1070,-3.2808304071995824,-7.534501148810319,-0.0
1080,-3.19874105714189,-7.570122408093342,-0.0
1090,-3.116257583228187,-7.604841894377109,-0.0
1100,-3.0333900531688647,-7.638655088181758,-0.0
1110,-2.9501485898832973,-7.671557585952479,-0.0
1120,-2.8665433700888427,-7.703545100804811,-0.0
1130,-2.78258462287834,-7.734613463251119,-0.0
1140,-2.698282628286386,-7.764758621908058,-0.0
1150,-2.613647715844714,-7.79397664418489,-0.0
1160,-2.528690263126911,-7.822263716952346,-0.0
1170,-2.4434206942828247,-7.849616147191949,-0.0
1180,-2.357849478562922,-7.876030362625552,-0.0
1190,-2.2719871288329183,-7.901502912324926,-0.0
1200,-2.1858442000789795,-7.926030467301236,-0.0
1210,-2.099431287903814,-7.949609821074219,-0.0
1220,-2.0127590270139586,-7.972237890220921,-0.0
1230,-1.925838089698585,-7.9939117149038035,-0.0
1240,-1.8386791843001373,-8.01462845937811,-0.0
1250,-1.7512930536771414,-8.034385412478308,-0.0
1260,-1.6636904736594889,-8.0531799880835,-0.0
1270,-1.5758822514965478,-8.071009725561641,-0.0
1280,-1.487879224298414,-8.087872290192442,-0.0
1290,-1.3996922574706534,-8.103765473568847,-0.0
1300,-1.3113322431428611,-8.118687193976982,-0.0
1310,-1.2228100985913812,-8.132635496754402,-0.0
1320,-1.1341367646565301,-8.145608554626614,-0.0
1330,-1.0453232041546634,-8.157604668021708,-0.0
1340,-0.9563804002854418,-8.168622265363094,-0.0
1350,-0.8673193550346279,-8.178659903340126,-0.0
1360,-0.7781510875727781,-8.187716267156675,-0.0
1370,-0.6888866326501722,-8.195790170757471,-0.0
1380,-0.5995370389883389,-8.202880557032234,-0.0
1390,-0.510113367668524,-8.208986497997463,-0.0
1400,-0.420626690517463,-8.214107194955881,-0.0
1410,-0.3310880884908084,-8.218241978633436,-0.0
1420,-0.24150865005457456,-8.221390309293918,-0.0
1430,-0.15189946956495146,-8.223551776831007,-0.0
1440,-0.062271645646850116,-8.2247261008379,-0.0
1450,0.027363720428463734,-8.224913130654338,-0.0
1460,0.11699552636628822,-8.224112845391138,-0.0
1470,0.20661267047159682,-8.222325353932144,-0.0
1480,0.296204053271983,-8.219550894913656,-0.0
1490,0.3857585791400804,-8.215789836681303,-0.0
1500,0.47526515791509755,-8.211042677224398,-0.0
1510,0.5647127065231091,-8.205310044087755,-0.0
1520,0.6540901505957467,-8.198592694261075,-0.0
1530,0.7433864260869305,-8.190891514045827,-0.0
1540,0.8325904808872843,-8.182207518899775,-0.0
1550,0.9216912764358792,-8.172541853259093,-0.0
1560,1.0106777893289531,-8.161895790338194,-0.0
1570,1.0995390129252456,-8.15027073190732,-0.0
1580,1.188263958947606,-8.137668208047915,-0.0
1590,1.2768416590805134,-8.124089876885913,-0.0
1600,1.365261166563168,-8.109537524302981,-0.0
1610,1.453511557777798,-8.094013063625805,-0.0
1620,1.541581933832844,-8.07751853529353,-0.0
1630,1.6294614221406745,-8.060056106503435,-0.0
1640,1.71713917798949,-8.041628070834971,-0.0
1650,1.8046043861090693,-8.022236847852191,-0.0
1660,1.8918462622300374,-8.00188498268483,-0.0
1670,1.978854054636311,-7.980575145588023,-0.0
1680,2.0656170457103804,-7.958310131480858,-0.0
1690,2.1521245534711184,-7.935092859463889,-0.0
1700,2.2383659331037746,-7.9109263723157355,-0.0
1710,2.324330578481837,-7.885813835968924,-0.0
1720,2.4100079236804395,-7.859758538965117,-0.0
1730,2.4953874444810045,-7.832763891889914,-0.0
1740,2.580458659866794,-7.80483342678733,-0.0
1750,2.66521113350907,-7.775970796554175,-0.0
1760,2.7496344752435533,-7.746179774314485,-0.0
1770,2.833718342536883,-7.715464252774199,-0.0
1780,2.9174524419427623,-7.683828243556221,-0.0
1790,3.0008265305475117,-7.651275876516122,-0.0
1800,3.0838304174047377,-7.617811399038641,-0.0
1810,3.1664539649588095,-7.583439175315168,-0.0
1820,3.248687090456886,-7.5481636856024465,-0.0
1830,3.330519767349201,-7.511989525462719,-0.0
1840,3.411942026677331,-7.474921404985453,-0.0
1850,3.4929439584501765,-7.4369641479909525,-0.0
1860,3.573515713007401,-7.3981226912160425,-0.0
1870,3.6536475023700534,-7.358402083482045,-0.0
1880,3.733329601578115,-7.317807484845284,-0.0
1890,3.812552350014742,-7.2763441657303725,-0.0
1900,3.8913061527169353,-7.2340175060465155,-0.0
1910,3.9695814816723987,-7.190832994287045,-0.0
1920,4.04736887710235,-7.146796226612478,-0.0
1930,4.124658948730075,-7.101912905917329,-0.0
1940,4.201442377034951,-7.056188840880913,-0.0
1950,4.277709914491773,-7.009629945002463,-0.0
1960,4.3534523867951105,-6.96224223562072,-0.0
1970,4.428660694068539,-6.9140318329183765,-0.0
1980,4.503325812058506,-6.865004958911555,-0.0
1990,4.577438793312632,-6.815167936424652,-0.0
2000,4.650990768342272,-6.764527188050766,-0.0
2010,4.723972946769124,-6.713089235098045,-0.0
2020,4.796376618455734,-6.6608606965221995,-0.0
2030,4.8681931546196715,-6.607848287845468,-0.0
2040,4.939414008931258,-6.554058820062335,-0.0
2050,5.010030718594632,-6.4994991985322645,-0.0
2060,5.080034905412039,-6.444176421859777,-0.0
2070,5.149418276831131,-6.388097580762113,-0.0
2080,5.218172626975195,-6.331269856924829,-0.0
2090,5.2862898376561,-6.273700521845561,-0.0
2100,5.353761879369884,-6.215396935666342,-0.0
2110,5.420580812274811,-6.1563665459946675,-0.0
2120,5.486738787151759,-6.096616886713678,-0.0
2130,5.552228046346906,-6.036155576781779,-0.0
2140,5.617040924696446,-5.97499031902189,-0.0
2150,5.6811698504334025,-5.913128898900795,-0.0
2160,5.74460734607629,-5.850579183298727,-0.0
2170,5.8073460292996115,-5.787349119269623,-0.0
2180,5.869378613786085,-5.723446732792295,-0.0
2190,5.930697910060476,-5.6588801275128215,-0.0
2200,5.991296826305021,-5.593657483478504,-0.0
2210,6.05116836915629,-5.527787055863645,-0.0
2220,6.110305644483513,-5.4612771736875265,-0.0
2230,6.168701858148226,-5.394136238524814,-0.0
2240,6.226350316745205,-5.32637272320875,-0.0
2250,6.2832444283246796,-5.257995170527445,-0.0
2260,6.339377703095719,-5.189012191913546,-0.0
2270,6.39474375411079,-5.119432466127598,-0.0
2280,6.4493362979314455,-5.04926473793543,-0.0
2290,6.503149155275098,-4.978517816779832,-0.0
2300,6.556176251642906,-4.907200575446876,-0.0
2310,6.608411617928676,-4.8353219487271275,-0.0
2320,6.659849391008845,-4.7628909320721045,-0.0
2330,6.710483814313503,-4.689916580246265,-0.0
2340,6.760309238378456,-4.616408005974813,-0.0
2350,6.809320121378345,-4.542374378587659,-0.0
2360,6.857511029640808,-4.467824922659772,-0.0
2370,6.904876638141742,-4.392768916648302,-0.0
2380,6.951411730981642,-4.317215691526694,-0.0
2390,6.997111201843074,-4.241174629416134,-0.0
2400,7.041970054429303,-4.164655162214608,-0.0
2410,7.085983402884097,-4.087666770223843,-0.0
2420,7.129146472192788,-4.010218980774469,-0.0
2430,7.171454598564574,-3.9323213668496093,-0.0
2440,7.212903229796207,-3.853983545707294,-0.0
2450,7.253487925616996,-3.7752151775018485,-0.0
2460,7.293204358015315,-3.6960259639046535,-0.0
2470,7.332048311546592,-3.616425646724481,-0.0
2480,7.370015683622885,-3.536424006527713,-0.0
2490,7.407102484784106,-3.456030861258695,-0.0
2500,7.443304838951011,-3.375256064860526,-0.0
2510,7.478618983659951,-3.2941095058965044,-0.0
2520,7.513041270279586,-3.2126011061725466,-0.0
2530,7.5465681642095515,-3.1307408193607955,-0.0
2540,7.57919624506125,-3.0485386296247063,-0.0
2550,7.6109222068208116,-2.9660045502458456,-0.0
2560,7.641742857994348,-2.8831486222526634,-0.0
2570,7.671655121735652,-2.7999809130515048,-0.0
2580,7.700656035956337,-2.716511515060058,-0.0
2590,7.728742753418689,-2.632750544343548,-0.0
2600,7.755912541811201,-2.5487081392538506,-0.0
2610,7.782162783807025,-2.464394459071812,-0.0
2620,7.807490977105389,-2.3798196826529736,-0.0
2630,7.831894734456155,-2.294994007076945,-0.0
2640,7.855371783667647,-2.209927646300659,-0.0
2650,7.8779199675978475,-2.1246308298157057,-0.0
2660,7.899537244129139,-2.0391138013099814,-0.0
2670,7.920221686126729,-1.95338681733387,-0.0
2680,7.9399714813808755,-1.8674601459711495,-0.0
2690,7.958784932533107,-1.7813440655148536,-0.0
2700,7.976660456986518,-1.6950488631482636,-0.0
2710,7.99359658680038,-1.6085848336312618,-0.0
2720,8.009591968569136,-1.5219622779922086,-0.0
2730,8.024645363286012,-1.4351915022255666,-0.0
2740,8.038755646191351,-1.3482828159954325,-0.0
2750,8.051921806605845,-1.261246531345176,-0.0
2760,8.064142947748861,-1.1740929614133626,-0.0
2770,8.075418286541995,-1.0868324191561316,-0.0
2780,8.085747153398005,-0.9994752160762045,-0.0
2790,8.095128991995358,-0.9120316609586901,-0.0
2800,8.1035633590385,-0.8245120586138535,-0.0
2810,8.111049924004053,-0.7369267086269997,-0.0
2820,8.11758846887311,-0.6492859041156392,-0.0
2830,8.123178887849804,-0.5615999304940761,-0.0
2840,8.12782118706633,-0.4738790642455739,-0.0
2850,8.131515484274596,-0.38613357170223817,-0.0
2860,8.134262008524688,-0.2983737078327549,-0.0
2870,8.136061099830345,-0.21060971503812476,-0.0
2880,8.136913208821586,-0.12285182195551754,-0.0
2890,8.13681889638473,-0.035110242270378685,-0.0
2900,8.135778833289928,0.05260482646309116,-0.0
2910,8.133793799806483,0.14028320399296387,-0.0
2920,8.13086468530603,0.22791472853200434,-0.0
2930,8.12699248785388,0.315489257911373,-0.0
2940,8.122178313788627,0.4029966707255033,-0.0
2950,8.116423377290229,0.49042686746804987,-0.0
2960,8.109728999936829,0.5777697716588132,-0.0
2970,8.10209661025035,0.6650153309615388,-0.0
2980,8.093527743231204,0.7521535182925053,-0.0
2990,8.084024039882221,0.8391743329198139,-0.0
3000,8.073587246722019,0.9260678015532934,-0.0
3010,8.06221921528797,1.0128239794249423,-0.0
3020,8.049921901629016,1.0994329513598367,-0.0
3030,8.036697365788436,1.1858848328374232,-0.0
3040,8.022547771276855,1.2721697710431419,-0.0
3050,8.007475384535576,1.3582779459103012,-0.0
3060,7.991482574390504,1.4441995711521547,-0.0
3070,7.974571811496845,1.529924895284122,-0.0
3080,7.956745667774678,1.6154442026360902,-0.0
3090,7.938006815835724,1.7007478143547643,-0.0
3100,7.918358028401384,1.785826089396004,-0.0
3110,7.897802177712291,1.8706694255071155,-0.0
3120,7.87634223492953,1.9552682601990534,-0.0
3130,7.853981269527729,2.039613071708501,-0.0
3140,7.830722448680221,2.1236943799497965,-0.0
3150,7.8065690366363745,2.207502747456673,-0.0
3160,7.781524394091391,2.2910287803137894,-0.0
3170,7.755591977548677,2.3742631290780403,-0.0
3180,7.728775338674942,2.457196489689598,-0.0
3190,7.701078123648297,2.5398196043727124,-0.0
3200,7.672504072499427,2.6221232625262108,-0.0
3210,7.64305701844608,2.7040983016037314,-0.0
3220,7.612740887221013,2.7857356079836504,-0.0
3230,7.5815596963935645,2.867026117828722,-0.0
3240,7.549517554685047,2.947960817935414,-0.0
3250,7.516618661278106,3.028530746572955,-0.0
3260,7.482867305120223,3.1087269943120948,-0.0
3270,7.448267864221511,3.1885407048435797,-0.0
3280,7.412824804947006,3.267963075786365,-0.0
3290,7.376542681303543,3.3469853594855614,-0.0
3300,7.33942613422148,3.425598863800157,-0.0
3310,7.301479890831307,3.5037949528805035,-0.0
3320,7.262708763735418,3.58156504793562,-0.0
3330,7.223117650275079,3.658900627990296,-0.0
3340,7.182711531792861,3.735793230632074,-0.0
3350,7.141495472890609,3.812234452748099,-0.0
3360,7.09947462068309,3.8882159512518575,-0.0
3370,7.056654204047553,3.9637294437999,-0.0
3380,7.013039532869236,4.038766709498502,-0.0
3390,6.968635997283049,4.113319589600368,-0.0
3400,6.923449066911495,4.187379988191367,-0.0
3410,6.877484290099064,4.260939872867384,-0.0
3420,6.830747293143123,4.333991275401295,-0.0
3430,6.7832437795215235,4.406526292400127,-0.0
3440,6.7349795291170285,4.478537085952458,-0.0
3450,6.685960397438661,4.550015884266083,-0.0
3460,6.636192314840156,4.620954982296014,-0.0
3470,6.585681285735573,4.69134674236286,-0.0
3480,6.534433387812271,4.761183594761649,-0.0
3490,6.482454771241273,4.830458038361115,-0.0
3500,6.429751657885226,4.899162641193562,-0.0
3510,6.3763303405040155,4.9672900410353025,-0.0
3520,6.322197181958158,5.034832945977778,-0.0
3530,6.267358614410088,5.1017841349893756,-0.0
3540,6.2118211385234705,5.168136458468072,-0.0
3550,6.1555913226605865,5.233882838784872,-0.0
3560,6.098675802077939,5.299016270818187,-0.0
3570,6.0410812781201875,5.363529822479184,-0.0
3580,5.9828145174124785,5.427416635228173,-0.0
3590,5.923882351051278,5.490669924582098,-0.0
3600,5.8642916737937965,5.5532829806131865,-0.0
3610,5.804049443246138,5.615249168438888,-0.0
3620,5.743162679050193,5.676561928703071,-0.0
3630,5.681638462069405,5.737214778048629,-0.0
3640,5.619483933573503,5.797201309581525,-0.0
3650,5.556706294422243,5.856515193326375,-0.0
3660,5.493312804248278,5.915150176673601,-0.0
3670,5.429310780639209,5.973100084818265,-0.0
3680,5.3647075983188905,6.030358821190635,-0.0
3690,5.299510688328089,6.086920367878569,-0.0
3700,5.233727537204515,6.142778786041742,-0.0
3710,5.167365686162375,6.197928216317899,-0.0
3720,5.1004327302714065,6.252362879221066,-0.0
3730,5.032936317635549,6.306077075531904,-0.0
3740,4.964884148571262,6.35906518668022,-0.0
3750,4.89628397478557,6.411321675119745,-0.0
3760,4.827143598553866,6.4628410846951985,-0.0
3770,4.757470871897571,6.513618041001795,-0.0
3780,4.687273695761636,6.563647251737175,-0.0
3790,4.616560019192014,6.612923507045909,-0.0
3800,4.545337838513079,6.661441679856595,-0.0
3810,4.473615196505085,6.70919672621166,-0.0
3820,4.401400181581675,6.7561836855899005,-0.0
3830,4.3287009269675085,6.8023976812218745,-0.0
3840,4.255525609876025,6.847833920398178,-0.0
3850,4.181882450687392,6.892487694770701,-0.0
3860,4.10777971212666,6.93635438064693,-0.0
3870,4.033225698442181,6.979429439277368,-0.0
3880,3.958228754584296,7.021708417136129,-0.0
3890,3.882797265384317,7.063186946194773,-0.0
3900,3.806939654733859,7.103860744189486,-0.0
3910,3.730664384764527,7.1437256148816335,-0.0
3920,3.65397995502798,7.182777448311766,-0.0
3930,3.576894901676388,7.221012221047146,-0.0
3940,3.4994177966433258,7.258425996422852,-0.0
3950,3.42155724682509,7.295014924776548,-0.0
3960,3.343321893262476,7.330775243676956,-0.0
3970,3.2647204103230147,7.365703278146083,-0.0
3980,3.1857615048836956,7.399795440875308,-0.0
3990,3.106453915514176,7.433048232435368,-0.0
4000,3.0268064116604756,7.465458241480258,-0.0
4010,2.9468277928292004,7.497022144945203,-0.0
4020,2.8665268877722445,7.527736708238634,-0.0
4030,2.7859125536720324,7.557598785428337,-0.0
4040,2.704993675327266,7.58660531942178,-0.0
4050,2.6237791643391835,7.614753342140627,-0.0
4060,2.542277958298344,7.64203997468959,-0.0
4070,2.460499019971925,7.6684624275196,-0.0
4080,2.378451336491524,7.694018000585341,-0.0
4090,2.2961439185414747,7.718704083497252,-0.0
4100,2.2135857995476615,7.74251815566798,-0.0
4110,2.1307860348668286,7.765457786453394,-0.0
4120,2.0477537009763696,7.787520635288124,-0.0
4130,1.9644978946646083,7.808704451815771,-0.0
4140,1.8810277322215214,7.829007076013702,-0.0
4150,1.7973523486299405,7.848426438312609,-0.0
4160,1.7134808967571773,7.866960559710753,-0.0
4170,1.6294225465470846,7.884607551882986,-0.0
4180,1.5451864842125316,7.9013656172846085,-0.0
4190,1.4607819114282758,7.917233049250029,-0.0
4200,1.3762180445242123,7.932208232086308,-0.0
4210,1.291504113678993,7.9462896411616,-0.0
4220,1.2066493621139895,7.959475842988543,-0.0
4230,1.1216630452875869,7.97176549530259,-0.0
4240,1.0365544300897798,7.983157347135318,-0.0
4250,0.9513327940370603,7.9936502388827595,-0.0
4260,0.8660074244675764,8.003243102368764,-0.0
4270,0.780587617736532,8.011934960903417,-0.0
4280,0.6950826784118112,8.019724929336485,-0.0
4290,0.6095019184698094,8.026612214106024,-0.0
4300,0.5238546564914394,8.03259611328201,-0.0
4310,0.4381502168582983,8.037676016605175,-0.0
4320,0.3523979289489633,8.041851405520893,-0.0
4330,0.26660712633539896,8.045121853208235,-0.0
4340,0.18078714597945028,8.047487024604198,-0.0
4350,0.0949473274293969,8.048946676423082,-0.0
4360,0.009097012016542554,8.049500657170988,-0.0
4370,-0.07675445794818134,8.049148907155537,-0.0
4380,-0.16259773997762525,8.047891458490735,-0.0
4390,-0.24842349221186766,8.04572843509699,-0.0
4400,-0.33422237422172274,8.04266005269633,-0.0
4410,-0.4199850478123342,8.038686618802759,-0.0
4420,-0.5057021778268793,8.033808532707786,-0.0
4430,-0.5913644329504075,8.028026285461094,-0.0
4440,-0.6769624865138392,8.021340459846364,-0.0
4450,-0.7624870172981447,8.013751730352233,-0.0
4460,-0.8479287103387334,8.005260863138373,-0.0
4470,-0.9332782577300682,7.995868715996654,-0.0
4480,-1.0185263594305367,7.985576238307456,-0.0
4490,-1.103663724067594,7.974384470991003,-0.0
4500,-1.188681069743206,7.96229454645378,-0.0
4510,-1.2735691248396086,7.949307688529984,-0.0
4520,-1.3583186288254079,7.935425212417995,-0.0
4530,-1.4429203330620406,7.92064852461182,-0.0
4540,-1.5273650016106142,7.904979122827532,-0.0
4550,-1.6116434120391494,7.8884185959246444,-0.0
4560,-1.6957463562302302,7.870968623822348,-0.0
4570,-1.779664641189104,7.8526309774107075,-0.0
4580,-1.8633890898522205,7.833407518456649,-0.0
4590,-1.9469105418962476,7.8133001995047815,-0.0
4600,-2.030219854547564,7.792311063773004,-0.0
4610,-2.1133079033922524,7.77044224504285,-0.0
4620,-2.1961655831866094,7.747695967544554,-0.0
4630,-2.27878380866816,7.7240745458367455,-0.0
4640,-2.3611535153672265,7.699580384680815,-0.0
4650,-2.4432656604190357,7.6742159789098645,-0.0
4660,-2.5251112233763684,7.647983913292138,-0.0
4670,-2.6066812070227807,7.620886862389019,-0.0
4680,-2.6879666381863894,7.592927590407428,-0.0
4690,-2.768958568554233,7.5641089510466495,-0.0
4700,-2.8496480754872002,7.53443388733949,-0.0
4710,-2.930026262835551,7.503905431487752,-0.0
4720,-3.0100842617550008,7.472526704691933,-0.0
4730,-3.0898132315234097,7.440300916975154,-0.0
4740,-3.1692043603580204,7.407231367001193,-0.0
4750,-3.248248866233301,7.373321441886636,-0.0
4760,-3.326937997699335,7.338574617007024,-0.0
4770,-3.405263034700792,7.302994455796984,-0.0
4780,-3.483215289396455,7.266584609544302,-0.0
4790,-3.560786106979281,7.229348817177785,-0.0
4800,-3.637966866497019,7.191290905048958,-0.0
4810,-3.7147489816733383,7.152414786707483,-0.0
4820,-3.7911239017294736,7.112724462670235,-0.0
4830,-3.867083112206358,7.0722240201839615,-0.0
4840,-3.942618135787242,7.030917632981525,-0.0
4850,-4.017720533120754,6.988809561031558,-0.0
4860,-4.092381903644416,6.945904150281573,-0.0
4870,-4.166593886408548,6.9022058323943645,-0.0
4880,-4.240348160900564,6.8577191244777005,-0.0
4890,-4.313636447869645,6.8124486288072195,-0.0
4900,-4.386450510151716,6.766399032542433,-0.0
4910,-4.458782153494736,6.719575107435813,-0.0
4920,-4.530623227384243,6.671981709534842,-0.0
4930,-4.601965625869136,6.623623778876998,-0.0
4940,-4.6728012883876415,6.574506339177579,-0.0
4950,-4.7431222005934375,6.524634497510291,-0.0
4960,-4.812920395181889,6.474013443980559,-0.0
4970,-4.882187952716335,6.422648451391437,-0.0
4980,-4.950917002454417,6.370544874902084,-0.0
4990,-5.019099723174366,6.317708151678738,-0.0
5000,-5.086728344001222,6.264143800538066,-0.0
5010,-5.153795145232908,6.2098574215828695,-0.0
5020,-5.22029245916612,6.1548546958300205,-0.0
5030,-5.286212670922002,6.0991413848306335,-0.0
5040,-5.3515482192714785,6.042723330282291,-0.0
5050,-5.416291597460248,5.985606453633336,-0.0
5060,-5.48043535403335,5.927796755679139,-0.0
5070,-5.543972093659217,5.869300316150201,-0.0
5080,-5.606894477953191,5.8101232932921505,-0.0
5090,-5.669195226300394,5.750271923437412,-0.0
5100,-5.7308671166778655,5.689752520568566,-0.0
5110,-5.791902986475977,5.628571475873339,-0.0
5120,-5.85229573331893,5.566735257291058,-0.0
5130,-5.91203831588434,5.504250409050613,-0.0
5140,-5.97112375472178,5.441123551199749,-0.0
5150,-6.029545133070244,5.3773613791257215,-0.0
5160,-6.087295597674373,5.312970663067148,-0.0
5170,-6.144368359599426,5.247958247617051,-0.0
5180,-6.200756695044856,5.182331051217001,-0.0
5190,-6.256453946156423,5.116096065642302,-0.0
5200,-6.311453521836708,5.049260355478114,-0.0
5210,-6.365748898553999,4.981831057586523,-0.0
5220,-6.4193336211493675,4.913815380564409,-0.0
5230,-6.472201303641881,4.845220604192109,-0.0
5240,-6.524345630031823,4.776054078872776,-0.0
5250,-6.575760355101845,4.706323225062399,-0.0
5260,-6.626439305215863,4.636035532690399,-0.0
5270,-6.676376379115691,4.565198560570764,-0.0
5280,-6.725565548715202,4.493819935803646,-0.0
5290,-6.774000859891938,4.421907353167381,-0.0
5300,-6.821676433276067,4.34946857450086,-0.0
5310,-6.868586465036511,4.276511428076214,-0.0
5320,-6.914725227664173,4.203043807961746,-0.0
5330,-6.960087070752089,4.129073673375067,-0.0
5340,-7.004666421772436,4.054609048026399,-0.0
5350,-7.048457786850176,3.979658019451976,-0.0
5360,-7.091455751533284,3.904228738337504,-0.0
5370,-7.133654981559391,3.8283294178316596,-0.0
5380,-7.175050223618676,3.75196833284955,-0.0
5390,-7.2156363061129145,3.6751538193661246,-0.0
5400,-0.32393146949056906,17.55734673852433,0.0
5410,-0.5111100780187261,17.55027728371229,0.0
5420,-0.6958903192917321,17.5381390446946,0.0
5430,-0.8781899491539544,17.521022282158206,0.0
5440,-1.0579173276027944,17.4990126933994,0.0
5450,-1.2349714381595414,17.47219269012983,0.0
5460,-1.4092419766213338,17.440642648901882,0.0
5470,-7.5239086233343055,2.9964971872825568,-0.0
5480,-7.558482283183672,2.903208379553106,-0.0
5490,-7.591352714738519,2.8093471771050353,-0.0
5500,-7.62250789488729,2.7149551317045684,-0.0
